id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,glicose,ureia,creatinina,alt,albumina,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0179,Canina,Maine Coon,7.0,M,14.57,51.36,14.04,92.95,30.84,0.9,58.57,3.22,0,0,0,0,0,0,1,0,0,0,Saudável
VET0180,Canina,Maine Coon,6.4,M,16.44,41.76,18.66,80.43,17.06,1.47,38.33,3.11,0,0,0,0,0,0,0,0,0,0,Saudável
VET0181,Canina,Maine Coon,7.8,F,14.82,43.37,9.43,79.58,50.91,1.1,28.18,3.29,0,0,0,0,0,0,0,0,0,0,Saudável
VET0182,Canina,Siamês,10.3,M,13.75,39.43,8.97,103.94,26.86,0.71,17.62,3.58,0,0,1,0,0,0,0,0,0,0,Saudável
VET0183,Canina,SRD,7.5,M,12.1,48.48,11.11,96.03,33.58,0.59,57.29,3.27,0,0,0,0,0,0,0,0,0,0,Saudável
VET0184,Canina,Labrador,9.2,F,15.18,49.41,17.81,116.01,39.43,0.54,52.65,3.02,0,0,0,0,0,0,0,0,0,0,Saudável
VET0185,Canina,Poodle,13.8,F,16.58,56.0,10.45,90.16,13.81,1.41,68.24,2.68,0,0,0,1,0,0,0,0,0,0,Saudável
VET0186,Canina,Siamês,10.7,F,11.84,49.59,9.81,121.72,26.96,0.89,51.17,3.22,1,0,0,0,0,0,0,0,0,0,Saudável
VET0187,Canina,Siamês,4.7,F,17.2,50.08,10.61,108.61,35.9,1.01,48.45,3.73,0,0,0,0,0,0,0,0,0,0,Saudável
VET0188,Canina,SRD,18.9,M,15.64,49.14,16.61,84.99,35.83,1.38,62.66,3.35,0,0,0,0,0,0,0,0,0,0,Saudável
VET0189,Canina,SRD,4.3,M,18.14,51.38,14.04,82.81,34.61,0.95,56.62,3.64,0,0,0,0,0,0,0,0,0,0,Saudável
VET0190,Canina,Persa,4.8,M,15.85,37.64,11.9,104.61,35.98,0.97,24.02,3.27,0,0,0,0,0,0,0,0,0,0,Saudável
VET0191,Canina,Siamês,15.7,F,15.48,45.78,8.19,99.3,28.34,0.81,33.69,2.88,0,0,0,0,0,0,0,0,0,0,Saudável
VET0192,Canina,Labrador,14.0,M,12.54,49.27,13.81,129.55,23.16,1.38,72.93,2.91,0,0,0,0,0,0,0,0,0,0,Saudável
VET0193,Canina,Maine Coon,4.1,F,13.83,49.33,7.95,88.77,35.27,1.03,46.42,3.32,0,0,0,1,0,0,0,0,0,0,Saudável
VET0194,Canina,Labrador,12.2,F,14.44,41.66,14.29,71.86,29.94,1.18,37.31,3.13,0,0,0,0,0,0,0,0,0,0,Saudável
VET0195,Canina,Persa,12.7,M,19.38,41.35,9.9,108.24,31.56,1.26,53.06,3.08,0,0,0,0,0,0,0,0,0,0,Saudável
VET0196,Canina,Persa,7.8,F,14.36,41.96,12.53,113.98,46.89,0.58,70.13,3.18,0,0,0,0,0,0,0,0,0,1,Saudável
VET0197,Canina,Poodle,10.3,F,13.85,35.41,13.35,98.29,31.54,0.76,56.28,2.9,0,0,0,0,0,0,0,0,0,0,Saudável
VET0198,Canina,Labrador,1.0,F,15.06,39.85,12.32,92.87,24.92,0.8,47.42,3.02,0,0,0,0,0,0,0,0,0,0,Saudável
VET0199,Canina,SRD,3.9,M,11.97,45.58,14.38,93.17,31.34,0.95,42.59,2.8,0,0,0,0,0,0,0,0,0,0,Saudável
VET0200,Canina,Maine Coon,1.7,M,16.66,50.72,7.58,86.21,37.63,1.38,41.04,2.99,0,0,0,0,0,0,0,0,0,1,Saudável
VET0001,Canina,Persa,7.9,F,10.45,48.66,10.75,104.71,89.43,2.83,56.23,2.47,1,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0002,Canina,Poodle,3.2,F,13.04,43.18,14.9,111.89,56.11,2.8,69.82,2.18,0,0,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0003,Canina,Poodle,10.1,M,15.63,39.95,9.2,104.21,98.06,3.6,29.79,2.54,0,1,1,0,0,1,1,0,1,1,Doença Renal Crônica
VET0004,Canina,Persa,1.0,F,12.54,43.27,19.0,118.55,110.05,5.71,77.68,2.71,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0005,Canina,Maine Coon,5.7,F,12.59,45.43,14.27,132.57,106.32,4.46,47.41,1.96,0,1,0,1,1,0,1,0,1,1,Doença Renal Crônica
VET0006,Canina,Persa,11.5,M,10.46,39.25,10.26,86.93,116.08,3.14,30.87,2.43,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0007,Canina,Maine Coon,5.5,M,12.91,38.32,14.23,82.51,92.55,4.19,55.95,2.12,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0008,Canina,Poodle,10.6,F,11.44,44.5,10.29,86.68,142.39,3.11,75.83,1.83,0,1,0,1,1,1,1,0,1,1,Doença Renal Crônica
VET0009,Canina,Persa,13.0,F,12.04,44.41,14.26,77.19,112.89,5.05,59.48,2.25,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0010,Canina,Persa,2.0,M,12.8,50.5,8.71,106.8,99.8,4.98,63.66,2.41,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0011,Canina,Poodle,6.4,F,10.59,46.39,16.37,72.56,104.54,3.98,24.51,2.39,0,1,1,0,1,0,0,0,1,1,Doença Renal Crônica
VET0012,Canina,Labrador,6.9,F,12.31,45.02,14.46,112.75,79.58,2.5,39.08,2.53,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0013,Canina,Siamês,12.0,M,10.78,49.48,11.92,100.67,88.77,5.5,11.91,2.24,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0014,Canina,Maine Coon,7.0,M,15.72,48.45,7.75,77.73,33.53,1.98,69.13,2.63,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0015,Canina,Labrador,2.4,M,11.4,45.78,8.94,98.1,156.38,4.31,69.24,2.27,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0016,Canina,SRD,7.0,M,12.81,43.45,11.08,104.5,62.65,6.42,11.77,2.54,0,1,0,1,1,0,1,0,1,1,Doença Renal Crônica
VET0017,Canina,Labrador,4.4,M,12.51,42.64,11.6,96.08,59.01,3.41,77.02,2.64,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0018,Canina,Poodle,20.4,F,9.02,42.57,11.59,109.37,95.91,4.26,28.09,2.06,0,1,0,0,1,0,1,1,1,1,Doença Renal Crônica
VET0019,Canina,Siamês,5.4,F,12.77,46.29,16.86,92.68,92.48,3.3,62.5,2.03,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0020,Canina,SRD,21.1,M,12.17,37.08,10.49,93.93,102.76,2.11,24.45,2.37,0,0,0,0,0,0,1,0,1,1,Doença Renal Crônica
VET0021,Canina,Persa,4.6,F,9.4,55.55,14.68,91.17,89.95,5.4,63.54,2.25,1,0,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0022,Canina,SRD,8.1,F,14.39,42.68,11.23,92.6,102.83,3.78,52.93,2.29,1,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0023,Canina,Maine Coon,9.2,M,12.41,52.73,15.86,85.85,86.78,2.68,32.98,1.99,0,1,0,0,0,0,0,0,1,1,Doença Renal Crônica
VET0024,Canina,Maine Coon,4.3,M,12.76,49.23,12.6,119.47,94.58,3.27,45.25,2.0,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0025,Canina,Labrador,2.2,F,10.57,40.12,11.71,65.09,93.64,3.01,23.58,1.66,0,1,0,1,0,0,1,0,1,0,Doença Renal Crônica
VET0026,Canina,Siamês,5.1,M,10.73,42.73,8.64,107.22,160.4,2.94,36.39,1.92,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0027,Canina,Poodle,20.4,F,13.49,40.82,10.81,92.47,68.31,2.25,70.93,2.26,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0028,Canina,Maine Coon,4.5,M,13.3,46.3,18.83,65.51,75.54,3.45,23.12,2.24,0,0,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0029,Canina,Persa,6.7,M,11.04,43.7,11.63,82.93,85.69,1.87,58.07,1.84,0,1,1,0,0,0,1,0,0,1,Doença Renal Crônica
VET0030,Canina,Labrador,13.6,M,9.63,47.3,11.55,111.83,95.33,3.07,56.77,2.34,0,1,0,1,1,0,1,1,0,1,Doença Renal Crônica
VET0031,Canina,Maine Coon,6.4,M,13.75,41.51,10.38,93.93,115.26,2.25,42.54,2.6,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0032,Canina,Labrador,7.6,F,11.59,43.71,12.33,110.02,119.96,3.7,69.35,1.92,0,1,0,1,0,0,1,0,1,0,Doença Renal Crônica
VET0033,Canina,Siamês,13.8,F,11.18,36.91,12.6,90.21,71.5,2.88,40.17,2.35,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0034,Canina,Persa,15.8,F,11.88,41.52,10.97,100.75,87.25,2.67,59.32,2.88,0,1,0,1,0,1,0,0,1,1,Doença Renal Crônica
VET0035,Canina,SRD,11.9,F,13.87,44.95,10.62,89.4,105.97,4.18,25.27,2.45,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0036,Canina,Labrador,14.2,F,11.11,52.65,13.42,96.39,66.48,2.8,48.88,2.14,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0037,Canina,Labrador,11.5,F,13.72,33.9,11.32,78.68,62.2,3.26,49.71,1.96,0,1,1,1,0,0,0,0,1,0,Doença Renal Crônica
VET0038,Canina,Siamês,6.6,M,9.71,46.64,11.31,115.9,92.57,4.74,30.68,2.43,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0039,Canina,Maine Coon,4.9,F,13.45,45.06,10.21,90.51,143.99,2.63,35.01,2.27,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0040,Canina,Labrador,8.8,M,12.25,43.16,8.76,85.8,96.84,4.81,6.57,2.43,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0041,Canina,Poodle,8.2,F,11.91,36.92,16.33,87.31,93.37,2.28,72.92,1.75,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0042,Canina,Labrador,16.9,M,10.55,47.09,8.34,64.74,35.54,4.9,52.57,2.19,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0043,Canina,Poodle,3.5,M,14.35,43.87,10.3,87.93,86.64,3.37,37.17,2.95,0,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0044,Canina,Poodle,6.7,M,12.43,45.61,12.03,101.7,93.34,3.43,52.4,1.94,0,1,1,1,1,0,0,0,1,1,Doença Renal Crônica
VET0045,Canina,Siamês,8.2,M,12.03,45.3,10.35,95.36,118.85,2.42,28.41,2.31,1,0,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0046,Canina,Siamês,11.7,F,12.72,38.28,15.16,107.84,127.86,2.38,57.27,2.11,0,1,0,1,1,0,1,0,1,1,Doença Renal Crônica
VET0047,Canina,Poodle,7.1,F,13.12,46.61,18.18,98.81,65.27,4.18,47.45,1.94,1,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0048,Canina,Labrador,3.0,F,10.34,49.62,11.54,83.46,104.1,3.44,22.38,2.12,0,1,0,1,0,0,1,1,1,1,Doença Renal Crônica
VET0049,Canina,SRD,3.8,F,11.74,43.76,11.4,76.16,98.68,1.85,42.55,2.5,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0050,Canina,Persa,7.1,M,15.44,43.63,14.6,80.9,106.43,3.56,23.43,2.52,1,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0051,Canina,Persa,13.1,F,10.64,47.4,11.4,98.74,140.21,1.49,77.94,2.47,1,1,0,1,0,0,1,1,1,1,Doença Renal Crônica
VET0052,Canina,Maine Coon,1.9,F,14.41,48.27,11.96,73.82,84.51,4.83,67.18,1.95,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0053,Canina,Maine Coon,29.8,M,14.67,50.5,9.44,102.13,119.19,3.72,34.56,2.28,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0054,Canina,Persa,16.4,F,11.94,47.58,14.78,87.55,86.77,3.95,33.53,2.16,0,1,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0055,Canina,Labrador,24.4,M,13.31,41.52,11.03,103.92,87.14,3.89,41.37,2.53,0,1,0,1,1,0,1,0,1,1,Doença Renal Crônica
VET0056,Canina,Labrador,5.4,M,13.56,50.59,16.79,97.08,98.27,3.43,78.2,1.96,0,1,1,1,1,1,1,0,1,1,Doença Renal Crônica
VET0057,Canina,SRD,4.4,M,9.91,46.66,12.51,137.66,108.14,4.33,49.17,2.34,0,1,0,1,1,0,0,0,1,1,Doença Renal Crônica
VET0058,Canina,Maine Coon,12.0,F,9.81,44.77,12.73,86.92,66.83,3.9,40.44,2.39,0,1,1,1,0,1,0,0,1,1,Doença Renal Crônica
VET0059,Canina,Persa,6.8,M,9.95,42.37,18.52,105.48,139.36,2.12,51.23,2.81,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0060,Canina,Siamês,2.0,M,9.91,43.94,15.62,114.61,111.53,2.98,57.18,2.97,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0061,Canina,Persa,3.7,M,10.31,43.24,6.29,76.25,75.44,3.66,56.13,2.09,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0062,Canina,Labrador,7.9,F,13.59,38.07,12.66,96.3,103.09,4.14,50.82,2.38,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0063,Canina,Labrador,4.0,M,12.35,42.31,14.12,112.86,108.53,3.6,50.65,2.15,0,1,0,0,0,1,1,0,1,1,Doença Renal Crônica
VET0064,Canina,Persa,11.7,M,11.5,43.7,9.19,85.25,130.89,4.26,33.41,2.49,0,1,1,1,0,0,1,1,1,1,Doença Renal Crônica
VET0065,Canina,Siamês,10.4,F,12.83,49.23,12.57,112.98,94.47,2.4,47.96,2.66,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0066,Canina,Siamês,14.6,F,8.86,41.03,10.34,77.77,105.34,4.71,30.02,1.55,0,0,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0067,Canina,Persa,5.4,F,12.2,35.18,11.32,116.58,60.67,1.65,58.71,2.2,0,1,1,0,1,0,0,0,1,1,Doença Renal Crônica
VET0068,Canina,Poodle,0.9,F,13.11,41.62,13.93,95.46,52.82,2.96,56.7,1.95,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0069,Canina,Persa,15.8,F,9.88,47.85,16.8,107.4,116.7,2.11,67.97,2.0,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0070,Canina,Siamês,26.5,F,12.1,50.18,10.6,108.21,50.33,4.59,74.44,2.19,0,0,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0071,Canina,SRD,17.0,M,11.02,37.71,9.38,115.35,54.18,5.89,71.82,2.02,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0072,Canina,SRD,9.1,M,11.12,38.96,11.34,92.09,137.31,3.69,26.03,2.59,1,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0073,Canina,Siamês,10.2,M,14.3,51.24,18.67,119.56,174.06,3.98,31.94,1.77,0,1,0,0,0,0,1,0,1,1,Doença Renal Crônica
VET0074,Canina,Siamês,15.1,M,13.41,41.76,10.92,99.79,83.16,2.38,32.84,2.85,1,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0075,Canina,Siamês,9.0,M,13.13,46.58,14.26,107.32,90.06,3.19,43.35,2.36,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0076,Canina,SRD,15.1,F,13.51,45.6,7.77,107.05,83.78,4.01,12.14,2.36,0,0,1,0,1,0,0,0,1,1,Doença Renal Crônica
VET0077,Canina,Persa,11.7,F,10.63,42.72,8.46,95.51,85.2,4.45,48.18,2.4,0,1,0,0,0,0,1,0,1,1,Doença Renal Crônica
VET0078,Canina,Siamês,5.3,F,11.01,44.76,10.19,85.5,73.81,3.13,65.11,2.47,0,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0079,Canina,Persa,10.0,F,10.48,37.13,11.94,99.4,86.68,2.5,52.5,2.84,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0080,Canina,Labrador,14.3,F,11.9,46.71,9.87,89.23,92.04,3.79,42.42,2.34,0,1,1,1,1,0,0,0,1,1,Doença Renal Crônica
VET0081,Canina,Persa,2.6,M,12.7,44.09,11.57,97.03,93.09,3.07,55.18,2.73,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0082,Canina,Poodle,19.0,F,10.28,46.37,9.39,111.46,112.5,4.89,35.45,1.89,0,1,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0083,Canina,Labrador,13.1,F,11.61,45.92,10.45,104.59,96.22,3.27,28.1,2.11,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0084,Canina,Siamês,6.6,F,10.96,40.51,17.93,78.74,99.39,2.87,55.94,2.11,0,1,1,1,0,0,1,0,0,0,Doença Renal Crônica
VET0085,Canina,Maine Coon,5.3,F,13.97,49.64,12.96,73.35,105.78,4.97,43.49,2.35,1,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0086,Canina,SRD,14.3,M,11.34,40.26,11.75,97.61,168.15,3.43,49.0,2.05,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0087,Canina,Labrador,11.1,F,10.99,43.72,13.63,96.12,134.09,1.4,42.06,2.72,0,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0088,Canina,Labrador,12.5,F,11.16,47.64,7.24,95.13,133.13,3.76,35.45,2.31,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0089,Canina,Siamês,4.8,F,13.85,42.69,9.79,69.25,53.37,3.3,78.48,2.2,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0090,Canina,SRD,3.1,F,12.75,44.9,10.23,93.88,56.4,4.94,97.04,2.08,1,0,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0091,Canina,Maine Coon,3.7,F,13.71,38.51,10.89,103.51,79.18,4.0,5.0,1.69,0,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0092,Canina,Siamês,8.5,F,11.45,44.78,13.47,106.32,54.93,3.75,5.0,2.15,0,0,1,1,0,0,0,1,1,1,Doença Renal Crônica
VET0093,Canina,Maine Coon,15.6,M,11.77,43.55,13.5,72.63,103.48,3.49,39.28,2.46,0,0,0,1,1,0,0,1,1,1,Doença Renal Crônica
VET0094,Canina,Poodle,29.9,F,9.62,44.17,12.88,81.16,98.19,3.05,90.19,2.74,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0095,Canina,Maine Coon,3.9,F,11.73,45.76,17.79,85.16,64.51,2.06,32.15,2.26,0,1,1,1,0,0,0,0,1,0,Doença Renal Crônica
VET0096,Canina,Siamês,9.4,F,13.09,44.52,8.69,107.31,84.81,2.82,11.91,2.67,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0097,Canina,Maine Coon,15.7,M,10.13,39.47,6.61,61.65,83.01,2.8,37.37,2.28,0,1,0,0,0,0,1,0,1,1,Doença Renal Crônica
VET0098,Canina,Maine Coon,3.8,M,9.82,46.52,9.55,99.82,55.17,6.01,63.45,1.98,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0099,Canina,SRD,6.2,F,13.82,45.15,15.28,93.95,40.68,3.22,71.2,2.0,0,1,1,1,0,0,1,0,1,0,Doença Renal Crônica
VET0100,Canina,Labrador,32.2,F,10.93,47.18,13.45,95.1,139.77,2.4,64.25,2.05,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0101,Canina,SRD,6.3,F,10.91,47.74,14.66,105.97,83.69,1.42,39.58,2.47,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0102,Canina,Siamês,3.5,F,11.83,45.92,12.07,136.66,84.11,4.83,66.6,2.04,0,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0103,Canina,Persa,4.6,F,11.81,39.37,10.66,94.69,125.65,5.45,65.36,2.53,0,1,1,1,1,0,1,1,1,1,Doença Renal Crônica
VET0104,Canina,Poodle,9.3,F,12.51,40.11,12.92,76.45,81.95,4.47,29.49,2.16,0,1,1,0,0,0,1,1,1,1,Doença Renal Crônica
VET0105,Canina,Siamês,13.7,F,10.96,48.16,12.92,108.58,101.81,4.37,83.18,1.65,0,0,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0106,Canina,Persa,8.0,M,11.92,45.61,13.77,105.93,85.64,4.88,44.42,2.76,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0107,Canina,Maine Coon,3.7,M,11.64,54.28,13.81,81.38,73.14,5.13,66.52,2.22,0,1,1,1,0,0,1,1,1,1,Doença Renal Crônica
VET0108,Canina,Persa,5.8,M,11.84,43.09,12.68,118.69,57.5,3.54,34.69,2.49,1,1,1,0,1,0,0,0,1,1,Doença Renal Crônica
VET0109,Canina,Poodle,4.9,F,11.54,47.82,12.68,104.37,70.59,3.27,35.37,2.41,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0110,Canina,Siamês,7.9,F,12.57,40.07,11.39,83.42,91.78,4.5,21.17,2.56,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0111,Canina,SRD,11.1,M,13.37,53.11,12.01,72.93,94.82,3.15,60.3,2.01,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0112,Canina,SRD,1.0,M,13.03,50.0,10.29,98.05,127.03,3.76,85.69,2.6,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0113,Canina,Labrador,3.8,F,10.82,44.76,9.75,101.25,108.34,4.05,75.57,2.46,0,1,0,0,0,0,0,0,1,1,Doença Renal Crônica
VET0114,Canina,Poodle,7.8,M,15.94,52.47,8.51,118.73,105.96,3.74,48.73,1.86,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0115,Canina,Persa,1.0,M,10.89,39.3,13.18,107.44,78.44,4.63,42.73,2.22,0,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0116,Canina,Siamês,14.0,F,11.2,46.99,13.61,104.63,61.72,4.58,38.61,2.08,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0117,Canina,Poodle,8.4,M,14.09,48.87,13.48,89.56,83.88,2.97,28.36,2.11,1,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0118,Canina,Siamês,4.6,M,9.92,42.94,5.93,92.05,104.51,4.84,32.38,2.39,1,1,0,0,1,0,1,0,1,1,Doença Renal Crônica
VET0119,Canina,Persa,5.3,M,12.21,45.64,10.76,90.09,135.35,0.79,61.1,2.23,0,1,1,1,0,0,1,0,0,1,Doença Renal Crônica
VET0120,Canina,Siamês,7.9,M,11.71,48.51,12.44,115.37,83.04,3.31,55.49,2.13,0,0,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0001,Canina,Maine Coon,2.2,F,14.49,42.34,9.76,362.94,29.56,0.94,39.63,3.33,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0002,Canina,Labrador,8.0,M,14.03,39.69,13.02,262.54,31.8,0.76,46.5,3.44,0,0,1,1,0,1,1,1,1,1,Diabetes Mellitus
VET0003,Canina,Maine Coon,10.3,M,17.35,44.95,10.86,449.78,28.29,1.28,39.42,3.6,0,1,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0004,Canina,Persa,11.1,M,14.39,46.28,14.82,223.28,28.38,1.49,45.5,3.5,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0005,Canina,SRD,8.5,M,13.71,47.94,17.44,294.29,10.0,1.07,52.46,3.16,0,1,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0006,Canina,Poodle,6.4,M,14.34,42.62,12.1,298.06,42.22,0.9,17.31,2.89,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0007,Canina,Persa,1.1,M,17.23,41.6,10.55,344.32,29.69,1.01,43.71,3.24,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0008,Canina,Persa,3.3,F,12.85,45.49,16.22,337.84,28.18,1.06,86.42,3.33,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0009,Canina,SRD,2.3,M,17.68,44.09,11.41,268.54,29.87,0.2,43.31,3.47,0,1,0,1,0,0,1,0,1,0,Diabetes Mellitus
VET0010,Canina,Maine Coon,5.7,M,14.2,42.5,13.62,380.38,40.56,1.09,8.82,2.68,0,1,1,1,1,0,0,0,1,1,Diabetes Mellitus
VET0011,Canina,Siamês,9.9,M,14.26,47.0,15.78,259.95,40.22,0.84,28.93,3.74,0,1,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0012,Canina,Siamês,6.6,F,16.59,38.54,8.43,360.81,39.16,0.98,49.22,3.58,0,0,1,0,0,1,1,0,0,1,Diabetes Mellitus
VET0013,Canina,Poodle,6.7,M,17.32,42.16,11.75,362.22,33.03,1.24,95.81,2.65,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0014,Canina,Labrador,18.0,M,12.21,49.07,14.53,260.21,23.47,0.69,53.49,3.25,0,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0015,Canina,SRD,2.1,F,15.62,54.01,10.61,289.5,41.74,0.79,67.3,3.19,0,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0016,Canina,Persa,6.0,F,13.39,41.83,13.62,340.6,45.88,1.24,33.98,3.39,0,1,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0017,Canina,Maine Coon,7.9,F,12.41,48.77,15.53,367.91,35.96,0.9,28.21,2.9,0,0,0,1,0,0,0,1,1,1,Diabetes Mellitus
VET0018,Canina,Poodle,7.6,M,13.79,37.65,12.47,408.76,40.51,1.05,75.01,3.52,0,0,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0019,Canina,SRD,11.6,M,16.2,50.82,11.84,287.48,37.47,1.58,47.59,2.49,1,0,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0020,Canina,SRD,7.6,M,12.44,48.93,13.52,301.8,30.44,0.94,10.55,3.46,0,1,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0021,Canina,Siamês,7.2,M,15.9,47.64,10.73,358.21,31.04,0.85,29.49,3.17,0,0,1,0,0,0,1,0,1,0,Diabetes Mellitus
VET0022,Canina,Labrador,7.0,F,15.45,51.67,5.63,383.75,52.08,1.08,83.01,3.01,0,0,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0023,Canina,Poodle,15.4,M,16.24,45.04,7.99,204.31,40.71,0.87,64.13,3.54,0,0,0,1,0,0,1,0,1,1,Diabetes Mellitus
VET0024,Canina,Siamês,7.6,F,11.47,51.69,9.41,264.56,27.72,1.21,42.49,2.81,0,0,1,0,0,0,1,0,1,0,Diabetes Mellitus
VET0025,Canina,Labrador,10.5,F,15.04,44.97,8.62,279.71,31.62,1.09,86.52,3.05,0,1,1,0,0,0,1,0,1,0,Diabetes Mellitus
VET0026,Canina,Poodle,10.4,F,15.14,46.9,19.59,289.63,26.04,0.77,50.64,2.68,0,0,1,1,0,0,1,1,1,1,Diabetes Mellitus
