id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,plaquetas,glicose,ureia,creatinina,alt,ast,fosfatase_alcalina,proteinas_totais,albumina,colesterol,triglicerideos,eosinofilos,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0131,Canina,Siamês,3.7,M,10.36,38.61,15.63,471.59,94.65,76.61,1.39,95.81,17.11,58.69,6.03,1.82,153.0,121.81,,0,1,1,0,1,0,1,0,1,0,Doença Renal Crônica
VET0132,Canina,Persa,6.3,F,17.46,51.75,15.77,259.77,84.21,28.67,0.91,60.79,42.5,40.78,6.85,2.72,173.44,85.43,,0,0,0,0,0,0,0,0,0,0,Artrose
VET0133,Canina,Persa,7.4,F,12.85,50.74,7.2,494.38,89.08,43.26,0.88,89.26,24.19,38.98,7.37,3.69,254.25,101.31,,0,0,0,0,0,0,1,0,0,0,Artrose
VET0134,Canina,Labrador,6.3,M,15.61,49.53,13.88,447.2,80.2,34.07,1.38,26.21,18.85,134.88,6.8,3.39,133.55,109.71,,0,0,0,0,0,0,0,0,0,0,Otite
VET0135,Felina,Siamês,7.3,M,6.93,41.12,34.29,653.79,114.32,46.04,1.03,43.64,88.87,32.95,6.93,2.53,127.27,96.4,,0,1,1,1,0,0,1,0,0,0,Neoplasia
VET0136,Canina,SRD,4.4,F,16.87,43.15,14.75,454.54,88.16,43.82,1.54,66.09,40.96,124.66,7.17,3.01,137.18,72.24,1.18,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0137,Canina,Persa,0.8,M,13.51,45.04,10.25,261.79,70.05,21.18,1.58,31.81,38.22,129.08,6.56,2.7,231.94,98.03,1.65,1,0,0,0,0,0,0,1,0,0,Dermatite
VET0138,Felina,SRD,5.6,F,11.19,27.9,16.38,639.02,84.55,121.42,3.12,59.46,31.41,54.47,6.49,2.05,94.56,49.16,,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0139,Canina,Maine Coon,9.8,M,11.97,53.61,25.58,377.52,79.6,40.0,1.19,90.04,49.79,88.73,6.1,2.64,157.66,124.67,,0,1,1,1,1,0,1,0,0,0,Neoplasia
VET0140,Felina,SRD,10.6,F,12.32,41.11,12.29,334.16,147.8,45.54,1.54,26.56,29.34,40.04,6.19,2.65,182.12,42.99,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0141,Felina,Persa,8.0,F,9.63,31.77,10.35,561.51,98.02,136.71,5.65,26.2,26.17,79.53,8.17,2.43,146.83,46.35,,0,0,0,1,0,0,1,0,0,1,Doença Renal Crônica
VET0142,Canina,Persa,3.9,F,16.51,53.31,14.18,359.85,113.03,40.85,0.51,45.47,44.78,64.96,5.47,3.47,242.29,40.88,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0143,Canina,Labrador,10.0,M,17.67,54.92,15.65,275.76,92.14,45.42,0.73,95.69,26.97,148.15,8.31,3.55,174.51,21.14,,0,1,0,0,0,0,1,0,0,0,Otite
VET0144,Canina,Poodle,4.7,F,15.77,40.87,12.9,477.1,320.98,20.97,0.76,37.93,28.97,51.49,5.83,3.74,373.17,38.31,,0,1,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0145,Canina,Maine Coon,4.0,M,11.4,41.61,7.3,486.18,113.28,73.04,4.8,11.5,26.86,123.44,5.56,2.18,211.94,53.33,,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0146,Canina,Poodle,7.9,M,17.18,54.94,18.22,233.35,71.52,41.81,1.46,29.86,20.55,28.09,8.77,2.9,186.24,85.36,,0,0,0,0,1,0,0,0,0,0,Otite
VET0147,Felina,Maine Coon,9.9,F,10.53,35.28,15.38,508.62,233.05,58.84,1.56,63.61,13.17,13.29,6.05,2.76,186.31,161.19,,0,1,1,1,1,0,1,1,1,1,Diabetes Mellitus
VET0148,Canina,Labrador,8.2,M,14.72,42.02,27.42,242.84,98.99,28.48,0.81,46.45,49.96,27.15,6.61,2.61,151.63,77.14,,0,0,0,0,1,0,0,0,0,0,Doença Periodontal
VET0149,Canina,Poodle,11.1,M,16.16,50.2,16.95,286.25,328.52,36.0,0.95,25.22,49.21,130.93,6.45,3.28,244.2,180.77,,0,0,1,0,0,0,1,1,1,1,Diabetes Mellitus
VET0150,Canina,Maine Coon,7.7,M,13.43,41.04,11.55,278.25,96.87,39.45,1.06,90.3,48.84,94.26,7.21,2.68,282.83,132.84,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0151,Felina,Maine Coon,14.1,F,10.64,41.05,9.62,319.72,100.9,40.6,1.18,44.37,22.83,23.46,8.78,3.86,135.22,58.35,,0,1,0,0,0,0,0,0,0,0,Otite
VET0152,Canina,Siamês,8.5,M,14.76,40.92,7.47,485.99,103.91,25.97,0.88,95.59,34.07,36.33,6.01,2.81,215.33,73.45,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0153,Canina,Poodle,8.5,M,10.92,36.29,6.11,322.75,86.47,105.87,3.29,37.37,43.41,58.21,6.34,2.49,227.01,148.36,,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0154,Canina,Maine Coon,10.1,M,13.86,40.27,11.55,296.84,184.71,33.92,0.65,93.5,45.37,111.99,5.62,3.51,385.66,225.72,,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0155,Felina,Poodle,7.1,F,11.93,37.86,20.68,406.86,142.85,43.07,0.95,61.96,35.72,32.1,7.55,2.81,138.93,92.46,,0,1,1,0,0,0,1,0,0,0,Doença Periodontal
VET0156,Canina,Persa,4.9,M,12.15,49.54,13.98,450.91,118.72,49.27,0.57,103.42,41.68,104.15,5.67,3.35,267.55,138.54,,0,1,0,0,0,0,1,0,0,0,Artrose
VET0157,Felina,Labrador,11.3,F,11.13,40.24,14.77,586.13,196.98,39.47,0.95,55.89,11.59,51.84,8.17,3.75,223.37,111.46,,0,0,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0158,Felina,Maine Coon,12.9,F,12.79,37.91,19.69,573.52,130.25,51.82,1.84,23.26,26.05,76.35,6.99,2.67,147.8,33.21,,1,0,0,1,1,0,0,0,0,0,Doença Periodontal
VET0159,Canina,Persa,11.7,F,13.02,34.03,6.85,353.85,87.17,64.49,4.53,39.01,42.19,29.2,6.79,2.14,224.2,84.64,,1,1,1,1,0,0,0,0,0,1,Doença Renal Crônica
VET0160,Felina,SRD,8.0,M,10.4,32.35,26.36,537.47,130.39,39.28,1.34,38.38,49.36,30.46,7.77,3.0,152.11,43.92,,1,0,0,1,0,1,0,0,0,0,Otite
VET0161,Canina,Persa,4.2,M,15.08,38.93,14.26,335.71,106.68,45.2,1.1,17.81,23.29,41.44,5.66,2.98,162.12,48.38,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0162,Felina,SRD,15.2,F,9.79,43.31,9.35,389.45,138.57,54.51,1.34,44.25,18.71,15.48,7.43,2.64,139.42,95.54,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0163,Felina,SRD,18.2,F,14.39,44.03,19.22,647.42,83.92,31.39,1.5,73.88,17.09,10.49,8.01,2.61,135.51,75.92,,0,0,0,0,1,0,0,0,0,0,Saudável
VET0164,Canina,Labrador,13.1,F,10.32,39.63,10.61,354.37,105.45,112.28,1.7,14.89,15.65,38.67,6.78,2.11,240.11,51.68,,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0165,Canina,Persa,6.9,M,17.46,39.78,12.89,208.64,102.19,28.31,0.99,41.07,21.05,100.86,7.25,3.75,156.93,113.26,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0166,Felina,Siamês,15.5,F,10.62,44.73,10.86,371.15,98.14,43.21,0.88,62.82,59.23,61.73,6.07,2.95,95.82,77.59,,0,1,0,0,0,1,0,0,0,0,Doença Cardíaca
VET0167,Canina,Poodle,5.7,M,15.26,39.33,12.67,229.74,101.15,33.41,1.36,29.84,20.76,72.82,9.53,3.42,188.65,87.25,,0,0,0,0,1,0,1,0,0,0,Otite
VET0168,Canina,Persa,16.1,M,12.47,42.96,8.73,496.4,89.47,41.98,1.25,57.37,32.83,56.57,6.26,2.39,132.75,134.32,,0,1,1,0,0,1,1,0,0,0,Doença Cardíaca
VET0169,Canina,Labrador,5.3,M,14.44,50.89,11.32,469.26,115.39,22.62,1.53,93.99,48.25,46.12,7.09,3.61,170.48,143.79,,0,1,0,0,1,0,0,0,0,0,Artrose
VET0170,Canina,Labrador,5.6,F,15.25,45.27,11.49,221.66,104.22,35.1,1.34,53.68,20.23,104.27,5.76,3.63,215.84,40.44,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0171,Felina,SRD,13.3,M,9.28,23.32,18.98,667.02,131.17,70.7,3.41,17.13,10.64,53.13,8.4,2.83,166.64,32.25,,0,0,0,1,0,0,1,0,0,0,Doença Renal Crônica
VET0172,Canina,Persa,3.4,F,12.97,34.27,14.77,302.29,110.27,74.46,1.71,59.88,35.58,141.49,6.92,2.94,257.17,98.59,,0,0,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0173,Canina,Poodle,4.3,F,13.24,49.77,8.66,325.68,108.79,30.16,1.12,28.45,40.97,26.8,7.19,2.76,252.42,65.83,0.98,1,0,0,0,0,0,1,1,0,0,Dermatite
VET0174,Canina,Labrador,5.6,F,15.95,54.8,11.15,401.62,72.6,23.41,0.5,99.95,43.08,122.27,6.47,2.89,151.18,57.01,1.63,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0175,Felina,Siamês,14.0,M,14.68,38.7,18.59,320.13,75.03,35.62,0.84,62.03,38.93,19.52,9.31,2.72,123.13,43.67,,0,1,1,0,0,0,1,0,0,0,Otite
VET0176,Canina,Labrador,9.2,M,13.19,42.74,12.53,263.04,75.82,49.1,0.52,82.24,42.58,58.64,5.68,2.69,227.64,103.56,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0177,Felina,Persa,15.1,M,7.95,29.75,6.22,498.61,79.87,85.25,4.17,64.1,42.13,20.74,6.92,2.04,106.66,84.88,,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0178,Canina,Labrador,15.4,F,14.13,34.12,8.43,418.76,95.01,73.55,1.53,26.88,15.37,31.89,6.57,2.22,170.2,62.61,,1,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0179,Felina,Persa,19.8,M,12.26,39.33,27.35,639.79,113.3,54.12,1.41,31.52,49.99,41.11,6.35,2.23,148.9,31.39,,1,1,1,1,0,0,1,0,0,0,Neoplasia
VET0180,Canina,SRD,2.8,F,14.18,47.82,15.33,466.59,94.19,41.85,0.85,40.8,21.81,93.05,6.06,2.61,225.9,112.01,,0,0,0,0,0,0,0,0,0,1,Saudável
VET0181,Canina,Poodle,5.0,M,14.76,42.15,8.72,393.57,102.55,44.74,0.96,16.58,24.58,147.4,6.65,3.42,131.03,87.37,,0,0,0,1,0,0,1,0,0,0,Saudável
VET0182,Canina,Siamês,20.0,F,13.93,42.5,11.54,218.03,115.8,77.25,1.58,64.57,38.71,88.35,6.91,2.4,262.69,26.98,,0,1,1,0,1,0,1,0,1,0,Doença Renal Crônica
VET0183,Felina,Maine Coon,3.5,F,13.11,43.24,8.35,649.34,74.78,56.66,1.19,43.53,44.35,75.85,6.12,2.57,184.22,54.7,,1,1,0,1,0,0,1,0,0,0,Doença Cardíaca
VET0184,Felina,Siamês,13.8,F,13.33,44.12,30.63,506.08,131.97,46.86,1.46,18.03,15.05,47.07,6.67,2.53,169.51,27.44,,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0185,Canina,Poodle,3.4,F,9.83,39.76,16.44,280.41,110.57,63.02,3.74,16.35,47.69,119.63,6.78,2.51,220.65,145.96,,0,1,1,1,0,0,1,1,1,1,Doença Renal Crônica
VET0186,Felina,Poodle,15.0,M,9.59,23.63,19.02,352.25,99.75,89.19,3.78,64.63,18.05,15.6,7.19,1.94,99.32,85.57,,0,1,1,1,0,0,1,1,0,1,Doença Renal Crônica
VET0187,Felina,SRD,7.8,M,6.85,42.53,18.92,636.65,114.37,57.05,1.91,24.1,25.69,27.53,7.67,2.82,140.59,70.52,,0,1,1,0,0,0,1,0,0,0,Neoplasia
VET0188,Canina,SRD,6.3,F,16.53,54.19,8.64,297.06,79.19,37.31,0.67,42.06,39.4,92.82,6.21,3.05,208.7,20.76,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0189,Canina,SRD,9.1,F,12.29,40.44,14.7,336.19,271.65,31.52,1.44,77.41,24.53,35.28,5.93,3.7,300.14,166.64,,0,0,0,0,1,0,1,1,1,0,Diabetes Mellitus
VET0190,Canina,Persa,7.9,M,14.23,46.03,13.98,233.97,90.32,34.55,1.09,83.65,21.01,125.02,6.86,3.22,227.93,73.56,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0191,Canina,Poodle,17.5,M,17.39,53.13,13.54,457.69,234.08,45.95,0.85,26.05,23.38,74.34,5.93,2.92,218.15,90.25,,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0192,Felina,Poodle,18.5,F,12.14,43.12,11.37,404.41,140.06,52.57,0.82,46.19,31.18,38.06,6.74,3.45,112.86,84.92,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0193,Felina,Siamês,9.4,F,10.36,35.09,12.47,475.47,87.46,33.91,0.82,20.78,38.21,27.05,7.17,3.33,187.55,91.66,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0194,Felina,Poodle,7.7,F,13.25,32.67,29.33,476.76,81.43,52.93,1.75,54.75,44.14,61.62,9.21,3.11,172.24,99.98,,0,1,0,1,0,0,1,0,0,0,Otite
VET0195,Canina,SRD,8.8,M,15.12,47.99,14.24,286.17,95.57,44.2,0.55,64.31,43.24,40.4,5.43,2.91,212.34,37.98,,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0196,Canina,Labrador,12.3,F,13.56,41.58,26.13,256.38,77.4,22.96,1.14,66.51,27.78,89.6,8.01,3.56,264.11,127.15,,0,0,0,0,0,0,1,0,0,0,Otite
VET0197,Felina,SRD,16.4,M,9.75,44.43,17.24,641.18,101.01,39.7,1.92,35.43,25.61,17.43,7.68,2.9,154.42,69.35,,0,0,0,1,0,0,0,0,0,0,Doença Periodontal
VET0198,Felina,Persa,11.4,M,12.05,41.03,19.39,551.66,99.62,36.78,1.85,67.02,19.36,24.04,7.79,2.94,123.7,36.42,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0199,Felina,Maine Coon,7.0,M,9.64,42.63,12.26,563.74,110.85,44.31,1.8,82.05,37.31,17.81,6.29,3.62,148.23,61.12,,0,1,0,0,0,0,1,0,0,0,Artrose
VET0200,Felina,SRD,12.8,F,11.28,43.66,14.11,464.78,144.75,31.45,1.05,49.61,34.62,12.77,7.01,3.41,166.79,72.86,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0201,Felina,SRD,12.5,F,9.82,33.43,23.44,308.05,130.22,44.21,1.34,10.5,42.78,35.19,7.35,3.45,167.29,96.7,1.1,1,1,0,0,0,0,0,1,0,0,Dermatite
VET0202,Canina,Persa,10.7,M,14.62,50.48,19.97,431.37,71.94,25.82,1.09,94.13,44.22,129.53,6.04,3.06,195.9,40.46,,1,0,0,0,1,0,0,0,0,0,Doença Periodontal
VET0203,Canina,Labrador,11.5,F,12.61,49.17,8.74,204.65,101.29,38.2,1.28,22.61,16.27,137.33,5.55,3.66,239.71,116.2,,0,0,0,0,0,0,1,0,0,0,Obesidade
VET0204,Felina,SRD,4.8,M,8.6,42.94,18.02,536.33,110.46,30.54,1.92,28.82,53.22,64.95,7.99,2.13,139.23,87.21,,0,1,1,0,0,0,1,0,0,0,Neoplasia
VET0205,Felina,Labrador,7.9,M,9.12,44.59,8.6,622.24,74.66,57.63,1.85,49.98,10.36,28.05,7.02,3.14,122.74,27.47,,0,0,0,0,1,0,0,0,0,0,Saudável
VET0206,Canina,Maine Coon,8.5,M,13.65,54.42,15.38,499.47,119.81,25.74,0.84,53.74,38.24,88.65,8.42,3.44,159.69,33.66,,1,0,0,0,0,0,1,0,0,0,Otite
VET0207,Canina,Maine Coon,7.2,M,16.51,53.41,12.1,358.14,108.2,20.15,1.51,27.77,49.44,115.71,7.03,3.35,196.03,94.31,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0208,Felina,Persa,8.8,M,10.91,40.96,17.84,594.83,75.61,55.94,1.4,40.7,34.44,53.69,6.33,3.56,120.35,92.87,,0,1,0,0,1,0,0,0,0,1,Doença Periodontal
VET0209,Canina,Maine Coon,4.7,F,14.28,46.03,17.65,367.97,94.32,35.15,0.69,83.15,33.96,37.04,7.01,3.71,262.62,67.97,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0210,Canina,Siamês,16.1,M,15.67,47.18,13.86,481.31,115.61,48.38,0.77,21.84,25.58,136.36,7.44,3.62,145.4,143.17,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0211,Canina,Labrador,6.8,M,13.71,37.85,24.09,458.83,78.15,44.37,1.44,92.29,24.28,137.51,6.07,3.22,137.07,25.7,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0212,Felina,Siamês,4.0,F,10.49,30.35,26.7,650.0,94.12,32.84,1.71,85.98,64.27,13.75,6.35,2.93,112.86,62.81,,0,1,1,0,1,0,1,0,0,0,Neoplasia
VET0213,Felina,Poodle,8.3,M,14.0,34.46,16.55,312.49,147.35,45.8,1.16,41.53,15.27,79.25,6.1,3.42,138.7,96.17,,0,1,0,0,0,0,0,0,0,0,Artrose
VET0214,Canina,Persa,1.2,M,10.71,30.65,8.95,396.27,96.68,106.07,3.63,72.45,32.13,86.63,5.96,1.88,195.91,111.86,,0,1,1,1,0,0,1,0,1,1,Doença Renal Crônica
VET0215,Felina,Poodle,9.1,F,14.41,40.11,14.37,339.8,118.33,33.63,0.89,46.91,26.11,51.22,6.22,3.1,109.23,99.03,,0,0,0,0,1,0,0,0,0,0,Saudável
VET0216,Canina,Siamês,11.4,M,12.97,53.11,13.55,274.97,73.28,40.72,1.13,46.41,27.73,48.19,6.81,3.76,154.6,97.63,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0217,Canina,Persa,4.1,F,14.21,38.81,9.41,399.12,232.9,28.59,1.01,27.41,22.36,23.0,7.28,2.77,256.31,76.22,,0,1,1,1,0,0,1,0,1,1,Diabetes Mellitus
VET0218,Felina,Labrador,10.0,M,14.99,39.12,11.17,390.08,90.57,44.38,1.24,108.53,41.82,36.14,6.96,2.96,161.59,71.06,,0,1,0,0,0,0,1,0,0,0,Doença Cardíaca
VET0219,Felina,Siamês,1.3,F,14.77,38.99,16.8,343.74,373.12,40.11,1.48,70.28,13.13,15.08,8.13,2.8,208.55,91.4,,0,1,1,0,0,0,1,1,0,1,Diabetes Mellitus
VET0220,Felina,Siamês,20.0,M,13.49,41.76,18.94,588.46,122.62,58.77,1.92,65.26,38.94,29.18,8.11,3.1,119.95,53.81,,0,0,0,0,0,0,1,0,0,0,Doença Periodontal
VET0221,Felina,Labrador,8.3,M,14.65,39.06,6.97,529.07,110.05,55.67,1.44,27.87,37.03,47.98,6.58,3.3,180.37,27.14,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0222,Canina,Maine Coon,10.3,M,10.27,35.7,16.26,346.43,101.52,98.06,2.92,74.81,38.66,111.74,6.43,2.36,161.09,127.2,,1,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0223,Canina,SRD,11.1,F,11.51,45.26,10.37,273.58,92.42,84.93,4.35,97.41,30.33,131.93,6.59,1.86,226.69,86.75,,0,1,1,1,0,0,1,0,0,0,Doença Renal Crônica
VET0224,Canina,Labrador,9.8,M,13.58,39.96,13.58,354.37,267.13,29.59,1.15,16.5,20.16,29.52,7.11,3.48,349.95,197.92,,0,1,1,0,0,0,1,0,1,1,Diabetes Mellitus
VET0225,Canina,Siamês,12.2,F,15.47,50.49,31.34,222.07,72.67,48.13,1.08,65.34,31.88,32.18,7.01,3.47,173.64,59.81,,0,1,0,0,1,0,0,0,0,0,Doença Periodontal
VET0226,Canina,Persa,16.1,F,9.79,40.41,6.17,227.6,86.33,66.66,2.27,62.37,16.94,38.8,6.86,1.67,219.57,27.11,,0,1,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0227,Felina,SRD,11.1,M,12.48,32.44,21.75,353.39,134.47,59.69,1.25,41.13,11.86,10.96,8.3,2.68,139.04,86.15,1.28,0,1,1,0,0,0,0,1,0,0,Dermatite
VET0228,Canina,SRD,9.9,F,14.03,45.46,21.18,289.56,116.19,26.89,1.32,66.75,41.24,76.86,8.53,3.32,170.36,103.0,,0,1,0,0,0,0,1,0,0,0,Otite
VET0229,Felina,Persa,9.0,M,10.58,30.57,7.22,694.54,95.22,33.46,0.93,60.36,44.18,27.99,6.05,2.81,96.22,32.75,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0230,Felina,Persa,20.0,M,10.17,27.23,8.31,465.39,86.5,132.73,2.11,41.9,34.23,58.43,6.96,2.84,152.52,57.96,,0,0,0,0,0,0,0,0,1,1,Doença Renal Crônica
VET0231,Felina,Maine Coon,8.5,F,9.33,32.97,5.63,550.9,95.31,59.19,1.03,34.21,24.31,10.59,8.1,2.54,193.42,91.91,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0232,Canina,Labrador,3.2,M,15.02,51.43,10.86,347.18,112.44,41.18,1.04,33.19,45.97,95.01,5.86,2.85,242.44,25.74,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0233,Canina,Labrador,4.0,F,12.68,44.4,13.13,413.62,78.92,22.39,1.53,33.46,44.87,132.25,7.02,2.72,245.05,120.0,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0234,Canina,SRD,6.5,M,13.67,54.1,6.7,380.9,72.86,46.81,1.08,87.14,53.79,39.54,5.48,3.64,174.09,36.77,,0,0,0,0,0,1,1,0,0,0,Artrose
VET0235,Canina,Labrador,1.7,M,16.39,49.77,9.92,263.3,104.41,26.59,0.98,80.38,42.44,78.92,7.06,3.59,221.67,49.7,0.97,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0236,Felina,Maine Coon,17.6,F,9.24,42.59,17.03,554.68,87.7,50.31,1.73,43.12,34.71,41.94,9.44,3.2,182.6,85.1,,0,1,0,0,0,0,1,0,0,0,Otite
VET0237,Canina,SRD,20.0,F,13.69,40.81,8.95,212.29,105.25,92.6,2.07,73.68,16.09,133.13,5.69,1.81,154.59,144.83,,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0238,Canina,Labrador,2.6,M,16.12,52.0,12.18,382.86,99.26,31.09,1.03,38.24,19.96,47.79,5.62,3.39,222.5,143.58,0.58,0,1,0,0,1,0,1,1,0,0,Dermatite
VET0239,Felina,Maine Coon,13.2,F,7.79,30.71,43.41,541.75,85.88,44.84,1.69,101.69,40.1,31.37,8.43,2.76,134.91,46.03,,1,1,1,0,0,0,1,1,0,0,Neoplasia
VET0240,Canina,SRD,8.4,F,14.38,54.35,11.93,286.36,76.01,41.11,1.21,43.65,48.28,22.89,6.04,3.7,174.93,52.79,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0241,Felina,Labrador,9.5,F,11.89,35.64,10.58,320.91,432.09,43.09,1.03,67.12,42.1,44.05,6.75,3.39,148.98,58.34,,0,0,0,1,0,0,0,1,1,1,Diabetes Mellitus
VET0242,Felina,SRD,17.6,M,7.66,32.59,9.55,530.88,75.27,71.79,2.98,75.59,25.09,56.49,6.64,2.01,96.44,47.91,,0,1,1,0,0,0,1,0,0,1,Doença Renal Crônica
VET0243,Felina,Persa,20.0,M,7.48,32.39,12.85,381.2,106.15,98.62,5.06,16.78,31.92,59.19,7.98,2.31,106.79,78.26,,0,1,1,1,1,1,0,0,1,1,Doença Renal Crônica
VET0244,Canina,Siamês,10.7,F,12.13,51.7,7.81,397.14,88.25,38.34,1.27,40.82,18.78,29.05,6.64,3.18,233.91,86.27,1.1,0,0,1,0,0,0,1,1,0,0,Dermatite
VET0245,Canina,SRD,7.9,F,12.43,40.41,18.93,452.43,100.88,39.33,0.53,84.57,42.59,53.67,8.04,2.78,135.65,46.15,,0,1,0,0,0,0,0,0,0,0,Otite
VET0246,Felina,Labrador,19.1,M,9.39,42.38,7.26,661.24,407.01,43.94,1.69,53.36,42.12,40.23,7.96,3.15,323.36,115.28,,0,0,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0247,Canina,Siamês,10.8,M,13.18,42.71,15.77,359.26,72.58,24.76,1.39,21.93,23.17,78.94,6.49,3.49,192.63,122.68,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0248,Felina,Siamês,15.8,M,12.37,40.06,15.34,416.59,155.22,58.69,1.72,121.23,39.85,22.29,6.16,3.31,171.63,45.66,,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0249,Felina,Maine Coon,16.0,F,7.84,30.41,10.8,489.27,120.43,121.31,2.73,64.83,20.73,58.86,6.0,2.6,93.34,78.46,,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0250,Felina,SRD,12.6,F,10.67,43.45,14.41,592.27,143.44,57.36,1.69,23.85,43.73,24.26,7.86,3.46,173.48,64.95,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0251,Canina,Poodle,10.6,M,12.93,44.05,11.39,233.12,134.86,29.5,0.54,42.54,41.74,22.34,7.36,2.61,318.09,136.82,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0252,Canina,Persa,14.2,F,14.95,43.21,15.72,335.63,112.86,41.39,2.2,47.26,31.92,54.26,6.15,1.89,198.48,123.2,,0,1,1,0,0,0,1,0,0,1,Doença Renal Crônica
VET0253,Felina,Maine Coon,14.3,M,11.01,42.24,24.77,638.28,79.24,59.08,1.95,35.02,12.64,21.69,8.48,3.29,129.23,46.62,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0254,Canina,Labrador,7.1,M,13.19,42.05,16.99,280.4,86.44,39.78,0.82,29.42,20.55,60.65,5.62,2.52,242.65,37.93,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0255,Canina,Labrador,5.4,F,16.52,51.82,15.67,346.32,402.3,22.39,1.04,23.93,27.94,62.81,6.29,3.24,424.45,118.19,,0,0,1,0,1,0,1,1,1,1,Diabetes Mellitus
VET0256,Canina,Labrador,2.9,M,12.21,44.37,9.18,442.69,110.02,33.71,1.17,64.38,43.95,75.25,5.98,2.84,205.07,78.39,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0257,Felina,SRD,12.1,F,11.47,30.53,12.47,521.67,304.09,51.21,1.01,27.66,42.43,76.3,6.34,3.2,146.06,53.02,,0,0,0,1,0,0,0,0,1,0,Diabetes Mellitus
VET0258,Felina,Labrador,10.9,M,12.95,33.96,5.67,507.57,356.43,58.89,1.51,42.98,32.94,74.95,8.07,2.95,191.15,73.85,,0,1,1,0,0,0,1,1,1,1,Diabetes Mellitus
VET0259,Canina,SRD,14.2,M,14.33,52.58,13.97,321.14,80.74,30.68,0.81,25.85,41.02,52.77,6.35,3.0,267.49,70.84,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0260,Canina,Siamês,5.1,F,15.66,40.54,8.77,252.07,117.89,45.64,0.75,39.48,22.35,83.94,5.44,3.37,203.24,136.82,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0261,Felina,Siamês,19.1,F,11.05,28.94,12.1,498.33,128.58,63.7,4.83,72.71,12.31,19.85,7.79,2.16,134.39,35.27,,0,1,1,1,0,0,0,0,1,1,Doença Renal Crônica
VET0262,Felina,Siamês,8.7,F,13.26,38.79,14.25,530.82,97.38,32.52,1.99,18.9,12.89,71.5,7.89,3.41,126.19,54.36,,0,1,0,1,0,0,1,0,0,0,Otite
